 Datum,01.08.11,02.08.11,03.08.11,04.08.11,05.08.11,06.08.11,07.08.11,08.08.11,09.08.11,10.08.11,11.08.11,12.08.11,13.08.11,14.08.11,15.08.11,16.08.11,17.08.11,18.08.11,19.08.11,20.08.11,21.08.11,22.08.11,23.08.11,24.08.11,25.08.11,26.08.11,27.08.11,28.08.11,29.08.11,30.08.11,31.08.11
Mocca groﬂ white here,2,2,3,0,2,3,2,5,3,1,1,3,2,1,1,1,4,0,1,3,2,0,1,2,1,0,2,1,1,3,1
Mocca groﬂ white to go,1,2,1,3,2,0,2,3,3,5,1,1,4,0,1,0,1,1,5,0,2,0,1,0,0,0,2,0,1,3,1
Mocca klein black here,0,0,1,0,2,1,1,6,1,2,2,6,3,2,2,3,0,1,0,1,1,0,1,3,0,0,1,2,2,3,0
Mocca klein black to go,0,0,1,0,0,1,0,0,2,2,0,1,1,1,2,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0
Mocca klein white here,4,2,2,1,1,1,0,2,2,1,4,1,1,2,6,2,0,2,1,1,0,1,0,0,1,1,8,3,2,1,3
Mocca klein white to go,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,1,2,1,0,0,0
MoccaSin here,1,3,0,1,1,0,6,0,2,2,3,0,3,0,4,1,0,0,1,0,0,0,0,0,0,0,3,1,2,1,0
MoccaSin to go,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0
Muffin here,25,17,30,17,32,20,22,24,29,26,32,27,17,18,33,23,23,22,26,15,10,10,8,14,20,24,42,25,28,15,17
Muffin to go,3,14,7,7,8,8,15,5,11,13,8,10,5,8,9,9,14,6,9,6,12,10,4,8,11,4,5,8,4,13,11
M¸sli here,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
M¸sli to go,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Nebenprodukte MoccaSin Chocolate white to go,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Preis here,1,1,2,0,1,1,1,1,3,0,2,2,1,1,0,0,1,0,2,0,1,1,2,0,0,1,1,0,1,1,0
Preis to go,2,0,1,3,1,0,1,0,0,0,0,3,0,0,3,2,1,5,0,0,1,2,0,1,0,1,1,0,0,0,1
Shake here,17,9,16,10,7,8,9,4,12,8,16,9,15,5,8,8,15,10,12,9,6,8,13,9,7,5,12,10,6,9,11
Shake to go,5,3,5,3,6,2,2,1,0,4,2,0,7,3,0,2,7,10,2,4,6,6,14,5,3,2,3,0,0,4,6
Smoothie plain here,11,22,26,24,22,27,8,9,8,12,21,6,21,17,29,16,20,32,27,20,12,13,31,23,27,15,4,6,9,9,16
Smoothie plain to go,13,20,6,19,5,9,7,5,5,5,10,3,16,5,12,8,13,18,14,22,9,15,23,13,18,18,5,4,2,13,8
Softdrink Bionade here,2,2,4,2,7,6,2,6,1,1,4,2,6,5,2,2,3,5,4,0,0,0,2,6,1,4,1,0,1,4,1
Softdrink Bionade to go,1,3,0,1,0,0,1,2,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0
Softdrink Bottle AFG here,4,4,0,9,6,6,2,5,6,4,6,7,8,1,2,2,2,6,1,8,1,7,1,4,7,5,1,6,3,7,4
Softdrink Bottle AFG to go,1,1,0,0,4,2,1,0,2,1,4,3,0,2,2,0,1,0,1,0,0,3,0,0,7,1,0,1,1,4,0
Softdrink Wasser here,2,2,4,2,4,4,4,6,3,2,4,2,10,5,0,4,3,4,4,5,2,3,3,6,2,7,7,6,4,1,9
Softdrink Wasser to go,2,1,1,1,2,1,0,0,1,0,0,1,2,1,1,0,0,1,0,2,1,1,3,1,2,1,1,2,3,1,2
Special Latte Chocolate Latte here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Special Latte Latte Caramel here,4,1,6,0,1,7,9,5,11,8,4,7,9,3,5,5,1,0,0,2,1,1,0,0,6,3,11,4,12,3,6
Special Latte Latte Caramel to go,3,0,1,0,0,1,2,1,2,3,3,2,2,0,1,3,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1
Tea here,1,1,3,3,1,0,3,4,4,2,7,1,3,1,2,6,2,1,1,0,0,2,1,0,1,6,3,1,2,1,5
Tea to go,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
