 Zeit,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00
Chocolate klein Bio-Kakao to go,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chocolate klein black here,0,0,0,3,5,9,14,10,1,10,8,9,5,0,0,0,0
Chocolate klein black to go,0,0,0,3,1,1,0,2,2,1,1,2,1,2,0,0,0
Chocolate klein white here,0,0,0,0,0,1,6,3,1,2,4,2,1,1,0,0,0
Chocolate klein white to go,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0
Cookie here,0,0,1,4,4,11,27,12,10,17,22,9,14,5,0,0,0
Cookie to go,0,0,3,4,6,4,15,7,9,15,12,4,2,3,0,0,0
Cool Latte Iced Caffe here,0,0,0,0,3,4,15,9,14,14,24,7,11,2,0,0,0
Cool Latte Iced Caffe to go,0,0,2,0,2,2,5,10,13,17,17,19,1,2,0,0,0
Cool Latte Iced Espresso here,0,0,0,0,2,2,1,8,5,11,12,2,2,1,0,0,0
Cool Latte Iced Espresso to go,0,0,2,1,0,0,3,5,2,6,3,2,1,1,0,0,0
Cool Latte Iced Macchiato here,0,0,0,0,1,10,30,23,44,28,50,21,21,2,0,0,0
Cool Latte Iced Macchiato to go,0,1,2,0,1,9,17,13,9,16,31,12,6,4,0,0,0
Donut here,0,0,1,3,9,10,20,16,20,37,24,22,5,9,0,0,0
Donut to go,0,0,7,1,13,18,8,6,12,17,13,12,5,8,0,0,0
Eis here,0,0,0,0,0,0,0,0,1,2,3,1,2,0,0,0,0
Eis to go,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Eiskaffee here,0,0,0,1,1,11,20,44,49,69,70,45,16,5,0,0,0
Eiskaffee to go,0,0,0,0,1,6,3,14,11,19,21,9,4,3,0,0,0
Eisschokolade here,0,0,0,1,0,4,10,21,22,33,24,25,13,9,0,0,0
Eisschokolade to go,0,0,0,0,1,1,6,3,7,14,10,9,4,5,0,0,0
Eistee here,0,0,0,0,0,2,12,21,14,14,12,15,7,0,0,0,0
Eistee to go,0,0,0,0,1,0,3,2,4,7,12,1,2,3,0,0,0
Espresso groﬂ Barista here,0,0,0,0,0,1,2,1,1,1,4,2,2,2,0,0,0
Espresso groﬂ Barista to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Espresso groﬂ Cuba here,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,0
Espresso groﬂ Cuba to go,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0
Espresso groﬂ Lungo here,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
Espresso groﬂ Macchiato here,0,0,0,1,0,4,3,3,1,6,1,1,4,1,0,0,0
Espresso groﬂ Macchiato to go,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0
Espresso groﬂ Originale here,0,0,0,3,1,6,7,11,14,6,5,4,3,3,2,0,0
Espresso groﬂ Originale to go,0,0,4,0,5,1,2,4,2,3,0,0,0,0,0,0,0
Espresso groﬂ Unplugged here,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0
Espresso groﬂ Unplugged to go,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso klein Barista here,0,0,1,0,0,1,1,4,3,1,0,1,1,1,0,0,0
Espresso klein Barista to go,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Espresso klein Cuba here,0,0,0,0,1,0,2,5,1,4,2,4,1,0,0,0,0
Espresso klein Cuba to go,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Espresso klein Lungo here,0,0,0,0,0,0,1,0,1,5,0,0,0,2,0,0,0
Espresso klein Lungo to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Espresso klein Macchiato here,0,0,1,6,0,8,3,8,7,5,7,2,4,0,0,0,0
Espresso klein Macchiato to go,0,0,1,0,2,1,1,0,1,1,3,0,1,0,0,0,0
Espresso klein Orange here,0,0,0,0,1,1,1,4,1,1,0,0,2,4,0,0,0
Espresso klein Orange to go,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Espresso klein Originale here,0,3,3,4,10,10,31,35,20,12,13,11,4,6,0,0,0
Espresso klein Originale to go,0,0,0,1,2,1,1,0,0,1,1,1,0,0,0,0,0
Espresso klein Unplugged here,0,0,0,1,0,4,1,2,2,1,3,0,0,0,0,0,0
Espresso klein Unplugged to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Espresso Latte here,0,0,1,5,5,14,27,11,4,11,11,3,4,0,0,0,0
Espresso Latte to go,0,1,1,1,2,1,3,3,2,1,1,5,0,2,1,0,0
Frappe black here,0,0,0,1,0,1,7,5,22,18,24,16,11,1,0,0,0
Frappe black to go,0,0,1,0,1,0,7,14,5,20,11,12,6,2,0,0,0
Frappe white here,0,0,0,0,1,3,10,15,9,17,25,11,8,5,0,0,0
Frappe white to go,0,0,1,0,2,5,15,11,6,21,16,6,5,4,0,0,0
Fruchtsaft frisch groﬂ  here,0,0,2,0,2,0,0,1,3,0,0,0,0,0,0,0,0
Fruchtsaft frisch klein  here,0,0,0,3,4,2,4,2,1,1,2,1,0,0,0,0,0
Fruchtsaft frisch klein  to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Iced Chai Latte here,0,0,0,0,1,4,13,14,10,14,13,16,9,2,0,0,0
Iced Chai Latte to go,0,0,0,0,0,1,4,5,8,13,6,8,6,3,0,0,0
Iced Espresso here,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Iced Espresso to go,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaffee here,0,2,3,10,18,24,51,29,31,23,24,21,12,7,0,0,0
Kaffee to go,0,2,6,5,1,6,5,5,5,7,5,6,3,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba to go,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Coffeinfrei to go,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Peru to go,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaffeeverkauf sortenrein klein Costa Rica here,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Costa Rica to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala here,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala to go,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf sortenrein klein India Malabar to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Java here,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Java to go,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico to go,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Java here,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Kaffegetr‰nk groﬂ Kenya Arabica AA here,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico here,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
Kaffegetr‰nk groﬂ Peru here,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Kenya Arabica AA to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico here,0,0,0,0,0,0,0,0,0,0,0,9,6,2,0,0,0
Kaffegetr‰nk klein Mexiko Organico to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffegetr‰nk klein Peru here,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Wiener Melange here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme here,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme to go,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe entcoffeiniert here,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffezusatz Espresso Shot here,0,0,0,3,1,3,3,2,4,3,1,2,0,0,0,0,0
Kaffezusatz Espresso Shot to go,0,1,3,1,1,4,2,1,0,1,1,2,1,0,0,0,0
Kaffezusatz Flavour Shot here,0,0,0,0,2,8,11,9,22,9,7,5,7,1,0,0,0
Kaffezusatz Flavour Shot to go,0,0,0,0,0,5,6,7,7,5,8,3,2,2,1,0,0
Kaffezusatz Lac.-frei here,0,0,0,0,10,5,20,19,11,26,21,12,8,6,0,0,0
Kaffezusatz Lac.-frei to go,0,0,4,0,1,5,2,8,2,8,9,1,1,3,1,0,0
Kaffezusatz Sahne here,0,0,0,0,0,1,2,2,2,3,4,3,3,0,0,0,0
Kaffezusatz Sahne to go,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Kaffezusatz Soja here,0,0,1,3,7,12,9,10,10,13,15,10,6,5,0,0,0
Kaffezusatz Soja to go,0,0,1,0,0,0,9,11,5,10,5,2,4,4,0,0,0
Kapuziner groﬂ  here,0,0,0,1,0,2,3,0,4,2,3,1,0,0,0,0,0
Kapuziner groﬂ  to go,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Kapuziner klein  here,0,0,0,0,0,0,0,1,1,2,2,1,3,0,0,0,0
Kapuziner klein  to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kuchen here,0,0,1,0,5,9,8,12,15,30,35,21,7,5,0,0,0
Kuchen to go,0,0,0,0,0,0,2,1,1,9,2,3,2,1,0,0,0
Latte Macchiato mit Sirup here,0,1,0,6,8,17,27,30,25,37,28,24,17,19,0,0,0
Latte Macchiato mit Sirup to go,0,8,7,4,8,8,8,12,8,9,11,13,12,7,1,0,0
Latte Macchiato ohne Sirup here,0,1,6,15,29,70,90,80,87,81,75,67,35,24,0,0,0
Latte Macchiato ohne Sirup to go,0,14,27,28,23,18,36,29,26,28,43,23,16,5,0,0,0
Milk groﬂ  to go,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk klein  here,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Mocca groﬂ black here,0,0,0,0,2,2,5,5,2,9,6,4,3,4,0,0,0
Mocca groﬂ black to go,0,1,6,4,3,0,1,5,2,5,5,1,0,0,0,0,0
Mocca groﬂ white here,0,0,1,1,5,4,5,6,7,9,12,3,1,0,0,0,0
Mocca groﬂ white to go,0,0,8,3,2,0,5,6,3,2,8,6,3,0,0,0,0
Mocca klein black here,0,0,0,0,2,1,7,6,6,8,12,3,2,0,0,0,0
Mocca klein black to go,0,0,1,0,2,1,1,2,3,2,4,3,0,1,0,0,0
Mocca klein white here,0,0,0,2,1,4,8,3,9,7,6,9,5,2,0,0,0
Mocca klein white to go,0,0,1,0,1,1,0,3,1,3,3,1,0,0,0,0,0
MoccaSin here,0,0,0,0,1,1,1,5,5,10,4,3,4,1,0,0,0
MoccaSin to go,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0
Muffin here,0,1,16,25,38,44,70,62,61,106,129,88,37,14,0,0,0
Muffin to go,0,15,24,11,10,35,23,24,22,18,39,18,17,8,1,0,0
M¸sli here,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
M¸sli to go,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Nebenprodukte MoccaSin Chocolate white to go,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Nebenprodukte Sirup groﬂ to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Preis here,0,0,0,0,0,3,2,4,2,8,4,2,3,0,0,0,0
Preis to go,0,2,4,4,1,3,4,1,2,1,2,2,2,1,0,0,0
Shake here,0,1,0,1,5,10,20,29,47,58,48,39,25,19,1,0,0
Shake to go,0,0,0,0,2,4,8,12,17,27,17,11,16,3,0,0,0
Smoothie plain here,0,0,0,1,13,20,37,49,73,93,106,83,52,16,0,0,0
Smoothie plain to go,0,0,0,0,4,11,23,38,44,53,67,42,34,26,1,0,0
Softdrink Bionade here,0,0,0,0,2,11,8,10,11,12,11,9,9,3,0,0,0
Softdrink Bionade to go,0,0,0,0,0,0,1,1,3,0,2,3,4,4,0,0,0
Softdrink Bottle AFG here,0,1,0,1,4,14,11,19,24,18,18,17,2,6,0,0,0
Softdrink Bottle AFG to go,0,1,0,5,3,2,4,2,2,9,5,5,4,0,0,0,0
Softdrink Wasser here,0,0,1,0,6,10,18,21,13,17,16,15,4,3,0,0,0
Softdrink Wasser to go,0,1,0,0,2,0,9,6,2,2,7,0,3,3,0,0,0
Special Latte Chocolate Latte here,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Special Latte Latte Caramel here,0,0,0,4,4,8,11,15,18,20,21,21,6,7,0,0,0
Special Latte Latte Caramel to go,0,0,1,0,3,3,0,1,5,4,6,4,2,1,0,0,0
Tea here,0,0,2,2,0,6,10,8,6,6,6,12,7,3,0,0,0
Tea to go,0,0,1,1,1,0,2,1,1,2,0,0,0,1,0,0,0
