 Datum;01.06.11;02.06.11;03.06.11;04.06.11;05.06.11;06.06.11;07.06.11;08.06.11;09.06.11;10.06.11;11.06.11;12.06.11;13.06.11;14.06.11;15.06.11;16.06.11;17.06.11;18.06.11;19.06.11;20.06.11;21.06.11;22.06.11;23.06.11;24.06.11;25.06.11;26.06.11;27.06.11;28.06.11;29.06.11;30.06.11;31.06.11
Caffe Latte mit Sirup to go;0;1;4;0;0;0;1;0;1;1;3;0;0;0;1;1;2;2;2;1;3;0;4;2;0;2;0;1;1;1;0
Caffe Latte ohne Sirup here;14;4;15;14;6;10;11;22;4;15;17;7;10;11;9;9;11;22;12;17;10;12;7;9;21;2;5;7;10;23;0
Caffe Latte ohne Sirup to go;6;11;8;5;2;7;10;6;4;8;3;5;5;12;11;9;8;9;6;7;11;4;12;13;7;3;6;3;7;12;0
Cappuccino groﬂ  here;8;8;9;5;8;18;7;9;7;11;8;7;16;6;9;10;6;12;15;5;6;8;7;13;18;5;7;3;7;9;0
Cappuccino groﬂ  to go;6;1;4;5;2;6;5;4;10;9;10;4;6;7;5;3;6;8;2;5;9;8;7;7;9;4;4;5;5;2;0
Cappuccino klein  here;14;10;12;16;8;16;11;12;12;16;18;4;9;21;10;12;15;25;17;13;14;14;5;17;20;5;6;2;13;19;0
Cappuccino klein  to go;3;4;2;4;2;3;4;0;3;9;7;5;1;5;4;1;2;6;3;6;3;2;3;6;9;2;3;1;3;4;0
Chai Tea groﬂ Chai Banana here;0;1;1;1;0;0;0;0;1;0;1;0;2;2;2;2;0;3;2;4;0;3;0;1;1;0;0;0;1;1;0
Chai Tea groﬂ Chai Banana to go;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Chai Tea groﬂ Chai Tea Latte here;7;1;6;1;5;5;2;4;4;5;7;3;3;4;3;6;0;9;12;9;3;2;7;5;6;3;0;2;1;2;0
Chai Tea groﬂ Chai Tea Latte to go;3;2;1;1;1;2;2;0;1;0;3;1;3;0;0;1;2;3;2;1;0;1;2;2;2;0;0;0;1;0;0
Chai Tea klein Chai Banana here;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Chai Tea klein Chai Tea Latte here;2;3;1;3;1;1;0;2;3;2;1;2;3;4;6;1;5;4;5;2;1;1;3;3;6;0;1;0;3;4;0
Chai Tea klein Chai Tea Latte to go;1;0;0;1;1;2;1;1;0;0;3;0;0;1;1;1;1;4;1;0;0;0;0;2;0;2;0;0;0;0;0
Chocolate groﬂ Bio-Kakao here;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0
Chocolate groﬂ Bio-Kakao to go;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chocolate groﬂ black bring in;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chocolate groﬂ black here;3;1;0;0;0;4;0;2;1;4;0;1;0;4;1;1;1;4;1;3;1;4;1;0;5;0;0;0;1;4;0
Chocolate groﬂ black to go;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;1;0;1;0;0;2;1;2;0;0;1;0;1;0
Chocolate groﬂ white here;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;3;1;2;1;3;2;2;1;0;0;0;0;0;0
Chocolate groﬂ white to go;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0
Chocolate klein Bio-Kakao here;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Chocolate klein Bio-Kakao to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Chocolate klein black here;5;1;5;3;0;2;2;3;3;3;3;0;1;2;0;3;1;10;3;5;2;2;1;1;7;1;0;0;0;1;0
Chocolate klein black to go;3;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3;2;1;0;0;1;0;1;1;0;0;1;0;0
Chocolate klein mit Sirup to go;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chocolate klein white here;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;1;4;3;0;0;0;1;1;0
Chocolate klein white to go;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;2;0
Cookie here;10;4;6;7;3;9;4;5;5;10;6;6;3;9;4;6;7;12;13;4;4;0;5;3;10;2;1;1;4;4;0
Cookie to go;2;4;4;3;3;7;4;2;4;5;6;5;1;4;2;2;6;2;0;5;5;2;3;5;8;0;1;0;2;0;0
Cool Latte Iced Caffe here;0;4;12;10;2;0;3;0;0;2;4;1;1;1;4;7;3;2;0;0;2;1;1;2;2;4;4;9;1;0;0
Cool Latte Iced Caffe to go;0;2;14;14;1;1;3;0;1;2;4;1;5;1;1;0;4;1;2;1;1;0;1;3;3;5;5;9;3;0;0
Cool Latte Iced Espresso here;0;0;4;2;1;0;0;0;0;1;3;0;0;0;0;0;1;0;0;0;0;1;0;0;2;2;2;2;2;1;0
Cool Latte Iced Espresso to go;0;2;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;1;0;1;1;0;0;0;0
Cool Latte Iced Macchiato here;1;2;10;13;1;2;15;0;1;4;11;2;1;8;6;2;8;3;3;0;17;3;7;5;1;8;5;8;5;8;0
Cool Latte Iced Macchiato to go;1;3;10;20;0;5;5;1;0;4;8;2;1;2;3;2;4;0;1;1;2;1;2;8;4;10;9;10;1;1;0
Donut here;4;1;10;11;5;5;7;5;4;3;5;4;8;12;4;5;3;16;5;6;4;5;6;6;12;2;2;3;5;5;0
Donut to go;3;9;8;6;3;1;4;3;12;0;6;2;7;1;3;3;0;2;7;6;5;2;5;5;3;0;2;2;4;3;0