 Datum,01.06.11,02.06.11,03.06.11,04.06.11,05.06.11,06.06.11,07.06.11,08.06.11,09.06.11,10.06.11,11.06.11,12.06.11,13.06.11,14.06.11,15.06.11,16.06.11,17.06.11,18.06.11,19.06.11,20.06.11,21.06.11,22.06.11,23.06.11,24.06.11,25.06.11,26.06.11,27.06.11,28.06.11,29.06.11,30.06.11,31.06.11
Mocca klein white here,3,0,1,0,2,0,0,2,1,0,3,0,0,0,1,4,0,1,1,2,3,2,2,2,1,0,0,0,1,4,0
Mocca klein white to go,1,0,0,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0
MoccaSin here,0,1,0,1,0,0,0,0,2,1,1,0,3,0,2,0,0,4,2,0,2,1,0,0,0,1,0,0,0,0,0
MoccaSin to go,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Muffin here,28,17,22,31,13,25,17,29,19,24,25,6,20,24,23,20,15,36,30,28,15,31,19,28,36,11,13,7,16,27,0
Muffin to go,20,23,7,13,8,5,9,21,13,9,11,11,3,17,13,8,8,25,11,17,10,8,14,16,12,6,9,4,11,15,0
M¸sli here,0,0,2,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
M¸sli to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Just-T to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ to go,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Preis here,0,1,1,2,0,0,0,0,0,0,2,0,1,2,0,2,1,0,1,0,2,0,1,1,0,2,0,1,1,1,0
Preis to go,2,0,1,1,0,2,1,2,1,2,0,0,0,0,0,3,1,6,1,6,0,3,0,2,1,3,0,0,0,0,0
Shake here,1,3,11,7,5,5,11,4,4,8,16,6,3,11,5,7,9,7,6,8,8,5,10,8,9,9,21,6,4,5,0
Shake to go,1,9,11,9,3,1,7,2,1,6,7,8,3,1,5,0,3,1,0,0,5,0,7,6,1,5,3,4,2,0,0
Smoothie plain here,4,9,28,49,14,5,12,3,5,13,20,6,11,12,18,10,12,7,7,2,10,9,6,8,11,12,17,19,10,11,0
Smoothie plain to go,3,13,30,33,10,7,12,3,7,7,23,11,5,2,23,6,12,4,5,2,4,1,15,10,8,22,21,40,7,10,0
Softdrink Bionade here,1,1,1,1,4,3,4,0,2,1,7,2,5,3,2,3,7,4,2,1,7,6,1,0,3,0,1,3,2,3,0
Softdrink Bionade to go,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0
Softdrink Bottle AFG here,3,3,6,14,0,3,6,1,2,4,11,2,1,8,1,4,7,8,2,7,4,6,0,3,6,5,1,3,3,4,0
Softdrink Bottle AFG to go,1,0,0,6,4,0,3,0,2,3,1,0,1,0,5,2,0,1,3,0,1,1,1,3,2,3,1,2,2,1,0
Softdrink Wasser here,0,2,8,7,5,2,7,2,1,2,8,1,2,3,1,2,0,6,1,3,5,0,4,5,5,3,5,4,2,2,0
Softdrink Wasser to go,0,0,4,2,3,2,2,0,1,1,4,1,0,0,0,0,0,1,2,0,1,0,3,2,0,5,0,3,0,1,0
Special Latte Chocolate Latte here,1,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Special Latte Latte Caramel bring in,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special Latte Latte Caramel here,12,3,7,0,1,19,6,6,4,5,7,2,7,6,1,5,1,12,12,13,2,7,8,5,16,1,2,0,3,5,0
Special Latte Latte Caramel to go,0,4,3,1,1,0,0,5,3,1,2,1,1,1,1,0,1,4,1,3,3,0,0,7,2,0,0,0,2,1,0
Special Latte Tiramisu Latte here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tea here,5,2,1,3,0,2,1,2,3,2,3,2,1,2,2,3,0,6,3,0,1,10,6,4,5,1,3,1,2,1,0
Tea to go,0,0,3,0,1,0,0,0,0,0,0,2,2,3,0,1,0,0,0,2,1,0,3,0,0,0,0,0,1,0,0
