 Datum,01.07.11,02.07.11,03.07.11,04.07.11,05.07.11,06.07.11,07.07.11,08.07.11,09.07.11,10.07.11,11.07.11,12.07.11,13.07.11,14.07.11,15.07.11,16.07.11,17.07.11,18.07.11,19.07.11,20.07.11,21.07.11,22.07.11,23.07.11,24.07.11,25.07.11,26.07.11,27.07.11,28.07.11,29.07.11,30.07.11,31.07.11
Kapuziner klein  to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kuchen here,0,19,9,0,2,0,0,1,20,14,0,1,0,2,0,14,25,5,1,0,0,2,28,18,5,1,2,2,0,17,22
Kuchen to go,0,0,3,0,1,0,0,0,2,4,0,0,0,0,0,1,1,2,0,0,0,1,1,0,2,1,0,0,1,3,0
Latte Macchiato mit Sirup here,9,8,4,4,3,6,7,8,15,7,9,4,7,15,9,8,9,16,10,17,7,19,11,10,16,6,16,15,11,35,13
Latte Macchiato mit Sirup to go,6,8,0,3,7,6,10,7,3,1,7,3,3,7,9,5,2,8,6,3,8,3,8,4,12,2,12,13,3,14,7
Latte Macchiato ohne Sirup bring in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Latte Macchiato ohne Sirup here,30,47,14,16,11,13,25,13,29,17,26,18,26,35,37,30,23,43,29,37,29,24,45,25,28,24,33,47,33,40,30
Latte Macchiato ohne Sirup to go,9,16,10,8,8,7,10,14,10,5,15,7,9,12,15,11,3,13,16,11,15,6,19,10,19,14,12,11,9,13,14
Milk groﬂ  here,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Milk groﬂ  to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk klein  here,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Milk klein  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mocca groﬂ black here,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,5,0,3,0,2,2,4,1,3,2,0,0,6,3
Mocca groﬂ black to go,2,0,1,0,0,1,1,1,0,0,1,1,1,0,2,3,0,1,2,1,2,0,4,1,1,2,2,4,1,0,1
Mocca groﬂ white here,9,11,1,1,0,3,4,5,1,1,0,0,2,1,0,2,4,3,2,1,3,2,3,3,3,1,1,7,3,4,3
Mocca groﬂ white to go,1,6,1,0,2,1,1,2,1,0,0,2,0,1,2,4,0,0,6,0,2,3,5,4,0,4,3,1,0,3,4
Mocca klein black here,1,2,0,0,0,0,2,0,2,1,2,0,1,1,3,2,1,0,4,7,2,3,5,1,6,1,2,5,3,5,1
Mocca klein black to go,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Mocca klein white here,2,3,1,1,0,0,1,4,3,2,1,0,3,4,1,3,3,2,6,3,0,6,2,2,3,1,5,3,5,5,4
Mocca klein white to go,0,4,0,0,2,0,1,0,2,0,0,0,2,0,0,2,0,1,0,0,0,0,2,3,0,1,0,0,1,0,0
MoccaSin here,1,2,0,1,0,0,1,0,0,1,1,0,1,1,4,1,0,1,0,0,1,1,6,4,0,1,1,1,1,6,1
MoccaSin to go,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
Muffin here,21,31,17,24,8,9,21,24,21,30,24,10,30,39,30,28,24,33,20,36,31,30,36,24,18,20,33,26,40,61,21
Muffin to go,20,12,13,8,10,9,11,7,7,8,12,4,10,7,13,7,15,10,4,4,10,13,10,7,11,13,12,15,14,19,10
M¸sli here,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
M¸sli to go,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
Nebenprodukte Sirup groﬂ here,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Preis here,1,4,3,2,2,1,0,2,5,0,1,0,0,3,1,3,2,2,0,3,1,5,3,0,3,0,2,1,1,1,1
Preis to go,2,1,0,0,2,2,2,1,3,0,0,2,1,3,2,1,0,1,4,2,2,1,1,0,0,1,3,0,6,9,0
Shake here,4,8,8,7,8,5,5,4,12,8,14,5,3,9,4,17,1,5,4,4,17,3,9,6,7,11,10,12,10,17,5
Shake to go,2,5,7,5,3,8,2,7,7,2,6,5,0,2,3,9,0,1,4,2,3,2,5,2,7,3,2,2,2,2,3
Smoothie plain here,10,7,16,16,24,10,17,10,18,18,15,20,9,12,12,37,1,11,11,8,21,3,18,10,10,14,12,22,12,10,8
Smoothie plain to go,4,6,26,18,18,17,3,15,33,3,10,16,4,1,2,20,0,6,8,1,14,4,14,1,9,9,3,8,4,7,3
Softdrink Bionade here,1,6,6,5,0,3,1,3,8,2,2,4,3,2,6,1,2,2,1,4,0,1,3,4,5,4,0,6,4,3,3
Softdrink Bionade to go,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Softdrink Bottle AFG here,8,2,2,3,2,4,6,4,7,2,15,6,3,2,4,10,7,4,5,3,2,4,9,2,5,3,5,3,5,13,6
Softdrink Bottle AFG to go,1,2,6,1,4,4,0,1,2,0,3,0,1,1,0,4,0,4,0,1,1,0,2,1,1,1,6,0,0,1,3
Softdrink Wasser here,2,4,2,5,2,5,1,2,4,0,3,2,3,1,0,10,3,0,0,1,3,1,10,1,3,2,2,1,4,6,5
Softdrink Wasser to go,1,1,1,1,2,1,1,2,2,1,4,1,1,1,1,3,2,0,0,0,1,0,1,1,0,0,0,0,0,1,1
Special Latte Chocolate Latte here,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Special Latte Latte Caramel here,6,6,2,8,3,2,5,11,3,2,6,4,5,8,5,2,2,13,11,9,4,9,5,5,11,6,16,9,6,9,3
Special Latte Latte Caramel to go,3,4,1,0,0,0,1,0,2,0,0,1,1,0,1,0,0,4,2,1,3,3,1,0,2,1,1,6,0,5,1
Special Latte Tiramisu Latte here,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea here,2,5,0,1,1,0,1,1,1,0,2,1,4,5,2,1,4,3,0,4,5,5,2,6,2,3,4,5,4,9,3
Tea to go,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,2,1,1,0,0,2,0,0,0,1
