 Datum,01.02.11,02.02.11,03.02.11,04.02.11,05.02.11,06.02.11,07.02.11,08.02.11,09.02.11,10.02.11,11.02.11,12.02.11,13.02.11,14.02.11,15.02.11,16.02.11,17.02.11,18.02.11,19.02.11,20.02.11,21.02.11,22.02.11,23.02.11,24.02.11,25.02.11,26.02.11,27.02.11,28.02.11,29.02.11,30.02.11,31.02.11
Chocolate groﬂ Bio-Kakao here,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate groﬂ Bio-Kakao to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chocolate groﬂ black here,7,6,4,5,5,8,3,2,2,6,3,4,3,3,6,9,2,4,1,3,6,2,2,5,3,8,5,5,0,0,0
Chocolate groﬂ black to go,3,2,1,0,7,9,1,0,1,0,0,5,4,1,1,0,0,1,3,2,2,2,2,0,1,2,0,0,0,0,0
Chocolate groﬂ Marshmallow Chocolate here,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,2,0,0,0,0
Chocolate groﬂ Marshmallow Chocolate to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Chocolate groﬂ white here,4,1,0,3,3,0,0,1,1,0,1,1,2,0,1,0,0,2,6,1,0,0,1,1,1,2,1,0,0,0,0
Chocolate groﬂ white to go,0,0,1,1,3,2,0,2,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
Chocolate klein Bio-Kakao here,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,1,1,1,1,0,0,0,0
Chocolate klein Bio-Kakao to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate klein black here,10,6,4,7,7,5,3,4,3,3,5,12,5,13,9,8,5,10,14,9,2,3,5,3,6,8,8,7,0,0,0
Chocolate klein black to go,0,1,0,0,2,7,2,1,2,0,3,3,1,0,1,7,0,2,2,1,0,0,1,0,0,2,0,1,0,0,0
Chocolate klein white here,6,2,3,5,0,0,5,5,1,1,1,2,0,5,4,6,3,2,2,2,1,2,1,2,2,0,0,0,0,0,0
Chocolate klein white to go,0,0,0,0,1,1,0,0,0,1,1,1,3,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cookie here,9,7,9,14,13,9,12,6,11,9,7,14,5,10,13,9,3,14,11,9,8,8,3,10,10,10,9,7,0,0,0
Cookie to go,4,1,6,2,5,8,8,4,4,6,3,11,4,2,3,5,5,2,9,3,7,7,5,3,3,4,0,2,0,0,0
Cool Latte Iced Caffe here,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool Latte Iced Caffe to go,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool Latte Iced Espresso here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool Latte Iced Macchiato here,0,0,0,1,2,0,0,0,0,1,3,6,1,0,0,0,1,0,0,3,0,2,0,1,0,0,2,1,0,0,0
Cool Latte Iced Macchiato to go,1,0,0,0,1,0,1,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Donut here,8,5,6,16,15,14,7,3,6,4,6,14,19,2,8,10,4,7,9,6,5,5,11,2,9,11,14,5,0,0,0
Donut to go,4,6,5,8,7,6,7,5,6,4,11,9,7,0,2,5,10,4,3,4,6,5,8,7,1,6,3,1,0,0,0
Eiskaffee here,1,1,0,1,1,1,1,0,0,1,1,2,0,1,1,0,0,1,1,1,0,0,2,0,0,1,2,0,0,0,0
Eiskaffee to go,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisschokolade here,1,3,1,2,0,3,2,1,0,1,1,0,4,1,0,1,1,3,3,1,0,0,3,1,0,2,1,1,0,0,0
Eisschokolade to go,0,0,0,0,3,5,1,0,0,0,0,2,1,0,0,0,0,1,5,0,0,0,0,0,0,2,1,2,0,0,0
Eistee here,0,3,1,0,3,1,1,0,2,0,3,2,1,0,1,0,0,1,1,0,1,0,2,0,1,5,2,2,0,0,0
Eistee to go,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso groﬂ Barista here,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Espresso groﬂ Barista to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso groﬂ Cuba here,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
Espresso groﬂ Cuba to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Espresso groﬂ Macchiato here,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,2,0,1,0,4,0,0,0,0,0
Espresso groﬂ Macchiato to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso groﬂ Originale here,1,1,3,2,3,4,4,1,1,1,2,1,2,1,4,2,2,0,1,2,0,3,0,3,1,4,2,3,0,0,0
Espresso groﬂ Originale to go,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Espresso groﬂ Unplugged here,0,0,0,0,1,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
Espresso klein Barista here,0,1,0,1,1,0,4,0,3,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,2,2,1,0,0,0
Espresso klein Barista to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso klein Cuba here,0,1,0,0,0,1,2,1,2,0,0,2,0,1,0,0,1,0,1,1,1,0,0,3,1,0,0,1,0,0,0
Espresso klein Lungo here,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Espresso klein Lungo to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso klein Macchiato here,1,6,2,3,2,0,0,3,0,1,3,3,0,4,0,2,0,1,2,0,2,1,2,0,0,1,0,3,0,0,0
Espresso klein Macchiato to go,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
Espresso klein Orange here,1,1,1,0,2,0,1,0,2,0,2,1,0,0,0,3,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0
Espresso klein Originale here,2,3,4,4,4,3,5,2,2,7,7,4,1,3,2,1,5,8,4,3,4,4,5,1,4,8,2,6,0,0,0
Espresso klein Originale to go,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Espresso klein Unplugged here,0,2,0,0,1,1,0,0,2,0,2,0,0,1,2,2,0,0,1,0,1,0,1,2,1,0,0,2,0,0,0
Espresso klein Unplugged to go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Espresso Latte here,3,5,1,4,6,3,1,2,3,6,5,6,7,2,1,5,3,4,5,1,3,3,4,3,6,7,4,3,0,0,0
Espresso Latte to go,1,0,0,1,1,0,1,0,0,2,4,3,0,3,0,1,0,1,0,0,1,3,0,0,2,1,0,1,0,0,0
Frappe black here,0,0,1,0,1,1,1,1,0,0,2,1,1,3,1,0,0,0,0,1,0,1,3,2,0,2,2,1,0,0,0
Frappe black to go,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frappe white here,0,1,0,2,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
Frappe white to go,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Fruchtsaft frisch groﬂ  here,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0
Fruchtsaft frisch groﬂ  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fruchtsaft frisch klein  here,2,1,0,2,0,0,0,1,1,0,0,2,0,1,1,0,0,1,0,0,1,0,1,2,0,0,0,7,0,0,0
Heiﬂe S‰fte Heiﬂe Orange here,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,0
Heiﬂe S‰fte Heiﬂe Orange to go,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heiﬂe S‰fte Heiﬂe Zitrone here,1,1,1,1,1,1,3,1,1,0,1,1,2,1,2,3,1,0,4,2,1,3,1,1,1,1,0,0,0,0,0
Heiﬂe S‰fte Heiﬂe Zitrone to go,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Heiﬂe S‰fte Heiﬂer Apfel here,0,1,0,1,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0
Heiﬂe S‰fte Heiﬂer Apfel to go,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iced Chai Latte here,1,0,0,0,3,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Iced Chai Latte to go,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iced Espresso here,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffee here,5,7,12,9,14,9,10,9,8,7,12,6,4,9,4,6,9,4,10,6,12,13,8,7,14,11,7,9,0,0,0
Kaffee to go,0,0,1,1,4,6,4,2,2,3,1,2,1,4,2,6,0,1,3,0,1,2,1,1,1,0,1,3,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale here,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged to go,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain to go,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Costa Rica to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Guatemala to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ India Malabar to go,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Java to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Peru to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein India Malabar here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Java to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Kenya Arabica AA here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico to go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Guatemala here,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Guatemala to go,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ India Malabar here,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Java here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Kaffegetr‰nk groﬂ Kenya Arabica AA here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico here,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0
Kaffegetr‰nk groﬂ Wiener Melange here,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein ƒthiopischer Mocca to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Kenya Arabica AA here,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Kenya Arabica AA to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico here,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0
Kaffegetr‰nk klein Peru here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Wiener Melange here,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Wiener Melange here,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Espresso Shot here,0,0,2,1,3,0,1,0,0,0,1,1,1,2,3,1,1,2,0,1,2,0,1,0,1,2,0,2,0,0,0
Kaffezusatz Espresso Shot to go,0,0,0,0,2,2,2,0,0,0,1,2,0,2,1,2,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0
Kaffezusatz Flavour Shot here,2,2,1,0,2,1,2,0,2,6,0,3,1,1,1,3,2,3,2,3,2,0,4,3,0,2,3,4,0,0,0
Kaffezusatz Flavour Shot to go,1,0,0,0,2,5,1,0,0,1,1,3,0,4,1,0,0,0,2,0,0,3,1,0,0,2,0,1,0,0,0
Kaffezusatz Lac.-frei here,1,1,1,4,9,5,6,2,5,6,9,8,4,3,5,7,3,9,5,3,4,2,1,4,4,5,3,6,0,0,0
Kaffezusatz Lac.-frei to go,0,0,0,1,3,2,4,4,0,1,6,3,4,0,0,2,0,5,5,1,0,1,4,0,0,3,0,0,0,0,0
Kaffezusatz Sahne here,1,0,1,2,1,3,2,1,0,1,1,3,3,4,7,3,2,0,1,1,0,1,0,2,1,1,1,1,0,0,0
Kaffezusatz Sahne to go,0,0,0,3,1,3,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Soja here,4,1,7,5,12,2,2,9,3,7,6,10,4,9,3,2,5,1,2,6,5,5,6,2,6,5,5,5,0,0,0
Kaffezusatz Soja to go,0,0,0,2,1,9,4,0,2,1,0,4,2,2,1,4,1,3,4,0,1,0,3,1,4,4,1,0,0,0,0
Kapuziner groﬂ  here,0,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Kapuziner groﬂ  to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
