 Datum;01.01.11;02.01.11;03.01.11;04.01.11;05.01.11;06.01.11;07.01.11;08.01.11;09.01.11;10.01.11;11.01.11;12.01.11;13.01.11;14.01.11;15.01.11;16.01.11;17.01.11;18.01.11;19.01.11;20.01.11;21.01.11;22.01.11;23.01.11;24.01.11;25.01.11;26.01.11;27.01.11;28.01.11;29.01.11;30.01.11;31.01.11
Kaffezusatz Sahne here;0;5;0;3;3;1;3;2;3;0;2;0;0;4;3;1;0;0;0;2;2;0;6;1;1;0;2;0;4;4;1
Kaffezusatz Sahne to go;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffezusatz Soja here;1;1;6;7;7;2;6;3;2;3;5;6;8;5;11;2;11;9;7;4;4;7;2;2;3;7;3;3;5;2;9
Kaffezusatz Soja to go;0;1;1;1;1;0;0;0;0;0;0;0;2;0;1;4;0;1;1;2;1;5;1;2;0;2;1;1;1;2;4
Kapuziner groﬂ  here;1;0;1;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0
Kapuziner klein  here;0;0;0;1;0;0;1;2;3;0;0;0;0;0;0;0;0;1;2;0;0;2;0;1;0;0;0;1;0;2;0
Kapuziner klein  to go;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kuchen here;5;6;3;9;11;10;7;17;5;2;0;0;0;0;13;15;2;1;0;0;0;23;18;0;0;0;0;0;24;12;0
Kuchen to go;0;2;0;2;2;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0
Latte Macchiato mit Sirup here;7;15;16;24;18;9;11;23;6;12;6;22;12;25;27;15;16;14;18;21;19;23;14;12;12;17;12;19;18;17;17
Latte Macchiato mit Sirup to go;0;5;12;5;12;1;2;14;3;4;6;2;5;8;17;13;9;6;12;6;13;13;6;6;6;2;9;8;9;8;9
Latte Macchiato ohne Sirup bring in;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Latte Macchiato ohne Sirup here;9;28;37;39;36;28;54;56;15;22;39;23;35;38;42;18;37;36;28;38;37;45;25;23;24;27;25;38;45;37;34
Latte Macchiato ohne Sirup to go;6;4;18;4;15;11;8;35;1;10;5;9;4;13;15;22;28;12;10;9;13;21;7;7;6;11;9;13;11;12;6
Milk groﬂ  here;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0
Milk groﬂ  to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Milk klein  here;0;0;0;2;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0
Milk klein  to go;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
Mocca groﬂ black here;2;1;3;2;7;1;4;1;0;5;2;1;3;1;2;2;1;0;2;1;2;0;2;2;2;2;3;2;2;3;0
Mocca groﬂ black to go;1;1;3;0;1;2;0;4;0;0;0;0;0;1;1;6;1;3;2;3;1;1;1;1;0;2;0;0;1;1;0
Mocca groﬂ white here;0;7;6;3;1;3;1;3;2;2;2;1;1;5;2;6;2;3;5;2;3;5;1;2;5;4;4;4;3;6;1
Mocca groﬂ white to go;1;1;0;0;1;0;2;3;0;0;0;0;0;1;6;13;2;2;5;1;2;1;2;1;4;2;1;2;5;9;1
Mocca klein black here;5;0;1;3;0;1;5;2;0;4;5;3;0;1;3;4;1;2;3;1;4;4;0;0;3;1;1;3;2;0;5
Mocca klein black to go;0;0;1;0;0;0;1;1;0;2;0;0;0;1;4;5;0;0;2;0;0;0;0;0;2;1;1;0;1;0;0
Mocca klein white here;0;2;0;1;1;3;2;1;1;3;3;0;3;2;5;2;1;1;0;4;0;3;3;3;1;5;1;3;3;2;0
Mocca klein white to go;0;0;0;0;1;1;0;1;0;0;0;1;1;3;3;1;0;0;1;1;0;1;1;0;1;2;1;0;1;1;0
MoccaSin here;0;0;2;2;0;1;1;4;1;0;1;0;0;1;1;1;0;0;0;2;0;2;1;1;0;0;0;1;3;1;1
MoccaSin to go;0;0;1;1;2;0;0;0;0;0;0;3;1;0;0;2;1;1;1;0;1;0;1;0;0;0;0;0;1;0;3
Muffin here;21;40;29;15;25;19;31;49;20;24;21;15;19;27;26;25;28;69;28;34;36;44;25;17;28;20;22;29;43;41;28
Muffin to go;8;6;11;2;5;5;3;16;7;4;3;4;14;13;16;22;10;10;2;2;9;14;2;7;7;3;7;12;4;14;2
M¸sli here;0;1;0;0;2;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;1
M¸sli to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Nebenprodukte Just-T to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Nebenprodukte MoccaSin Chocolate white to go;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Nebenprodukte Sirup groﬂ here;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Nebenprodukte Sirup groﬂ to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Preis here;1;1;6;4;3;2;5;1;1;3;0;1;0;3;1;2;1;1;0;2;0;1;0;0;0;0;0;0;1;4;5
Preis to go;0;1;0;1;1;0;3;0;0;2;1;3;3;3;0;1;0;2;0;1;1;2;2;0;2;1;0;1;0;0;1
Smoothie boost here;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Smoothie plain here;0;1;3;3;1;5;8;6;6;1;5;6;2;5;8;5;0;1;0;0;2;4;2;0;1;0;3;0;4;2;1
Smoothie plain to go;0;1;1;0;0;0;1;4;0;1;2;0;0;3;1;2;5;1;0;0;0;3;0;1;0;0;0;1;2;0;1
Softdrink Bionade here;0;2;4;3;1;0;4;5;0;0;3;1;2;0;5;1;2;2;0;0;2;4;2;1;0;3;3;0;3;2;2
Softdrink Bionade to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Softdrink Bottle AFG here;0;2;8;3;6;2;10;15;1;5;0;1;4;4;7;2;4;1;6;1;7;6;1;3;1;1;2;2;5;3;2
Softdrink Bottle AFG to go;0;0;1;0;1;0;1;1;0;0;0;1;2;0;2;1;2;0;1;0;0;1;0;0;0;1;0;0;0;1;1
Softdrink Wasser here;0;2;7;1;5;2;7;10;0;1;0;2;1;2;4;2;2;6;0;2;1;6;0;1;2;0;0;0;4;1;1
Softdrink Wasser to go;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Special Latte Chocolate Latte here;0;1;2;2;1;2;2;0;3;1;2;2;4;1;0;1;5;2;2;0;6;1;2;6;0;7;2;1;7;2;4
Special Latte Chocolate Latte to go;0;1;0;2;0;0;0;2;0;0;0;0;0;1;1;1;2;1;0;2;0;1;0;0;0;0;0;0;1;0;0
Special Latte Latte Caramel here;3;8;19;20;12;7;8;11;4;10;4;4;6;14;5;5;6;7;3;11;18;14;7;10;7;7;6;22;10;9;11
Special Latte Latte Caramel to go;0;0;3;1;3;0;2;2;0;1;0;5;5;0;5;7;3;2;2;1;3;1;1;0;0;2;0;0;1;2;3
Special Latte Tiramisu Latte here;1;1;1;1;2;0;0;1;2;0;3;1;2;2;3;1;0;0;0;1;1;1;0;2;0;0;1;1;3;1;1
Special Latte Tiramisu Latte to go;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Special Latte White Banana Chocolate here;1;1;2;0;0;0;2;2;0;0;1;1;1;2;2;1;1;2;0;0;1;2;4;0;1;0;0;0;0;1;0
Special Latte White Banana Chocolate to go;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0