 Datum,01.04.11,02.04.11,03.04.11,04.04.11,05.04.11,06.04.11,07.04.11,08.04.11,09.04.11,10.04.11,11.04.11,12.04.11,13.04.11,14.04.11,15.04.11,16.04.11,17.04.11,18.04.11,19.04.11,20.04.11,21.04.11,22.04.11,23.04.11,24.04.11,25.04.11,26.04.11,27.04.11,28.04.11,29.04.11,30.04.11,31.04.11
Kaffezusatz Lac.-frei to go,4,5,2,0,3,3,4,4,7,4,2,6,1,6,5,4,2,3,3,5,4,6,6,1,2,1,1,3,1,2,0
Kaffezusatz Sahne here,0,0,1,2,0,1,0,0,0,0,1,0,0,0,6,1,0,1,1,0,0,2,1,0,2,2,1,0,0,2,0
Kaffezusatz Sahne to go,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Kaffezusatz Soja here,2,5,3,3,3,3,6,5,7,3,2,2,5,1,2,11,2,4,1,2,1,1,2,1,1,8,6,5,2,0,0
Kaffezusatz Soja to go,3,6,3,1,2,5,1,2,6,2,3,1,4,1,0,4,1,2,5,0,4,2,1,2,1,2,0,7,5,3,0
Kapuziner groﬂ  here,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0
Kapuziner groﬂ  to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapuziner klein  here,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
Kapuziner klein  to go,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kuchen here,0,12,10,1,1,0,0,0,13,9,2,2,0,2,0,14,10,1,2,0,0,1,21,4,4,6,2,0,0,13,0
Kuchen to go,0,6,3,1,0,0,0,1,1,2,0,0,0,1,0,1,3,0,2,1,1,0,4,0,2,0,2,0,0,3,0
Latte Macchiato mit Sirup here,16,6,2,10,10,10,9,17,11,6,7,7,16,9,11,19,9,5,9,3,7,0,6,4,2,19,11,15,12,10,0
Latte Macchiato mit Sirup to go,6,6,2,4,17,6,9,13,7,8,4,7,11,8,4,9,4,4,8,7,3,3,5,1,7,6,12,16,7,15,0
Latte Macchiato ohne Sirup here,28,30,8,32,28,23,18,19,27,10,34,25,30,41,17,52,18,27,16,15,23,7,31,5,8,37,25,28,30,43,0
Latte Macchiato ohne Sirup to go,16,25,20,13,17,16,28,24,29,24,15,13,17,22,21,31,14,9,17,17,17,5,6,5,7,19,19,12,19,15,0
Milk groﬂ  here,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk groﬂ  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk klein  here,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk klein  to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mocca groﬂ black here,3,1,0,2,3,1,0,3,3,1,1,2,3,3,5,1,1,1,2,0,2,0,3,0,0,3,0,2,1,4,0
Mocca groﬂ black to go,3,1,1,0,1,1,0,0,2,2,2,0,2,0,1,5,1,0,0,0,2,0,1,0,0,1,2,2,2,1,0
Mocca groﬂ white here,1,1,1,4,1,0,0,1,3,0,1,0,5,0,2,8,1,3,0,0,0,1,1,0,2,1,4,2,1,2,0
Mocca groﬂ white to go,7,8,0,5,3,2,2,1,4,2,4,4,2,1,2,3,2,2,2,1,3,1,4,0,1,3,1,2,3,2,0
Mocca klein black here,6,0,1,0,3,3,1,0,2,0,0,0,2,0,2,7,1,1,0,2,0,0,0,1,0,4,2,2,2,3,0
Mocca klein black to go,0,0,0,1,1,2,0,1,2,0,0,0,0,2,0,2,0,1,2,2,0,1,0,0,1,0,0,3,0,3,0
Mocca klein white here,2,1,0,0,1,2,2,2,4,2,3,7,4,3,6,4,0,2,2,0,1,0,0,0,1,3,2,0,3,2,0
Mocca klein white to go,0,1,1,1,1,0,1,0,5,1,0,1,0,2,1,2,2,2,1,2,2,0,0,1,1,1,0,1,2,1,0
MoccaSin here,0,1,1,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,2,0,1,1,1,1,0,0
MoccaSin to go,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,1,0,1,1,1,0
Muffin here,24,18,14,29,21,15,12,21,32,8,13,30,22,34,42,41,25,22,13,12,12,14,20,4,14,34,38,19,17,26,0
Muffin to go,13,25,10,41,19,7,10,11,18,15,5,9,10,13,8,9,13,3,15,16,9,9,6,3,7,12,7,13,16,14,0
M¸sli here,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
M¸sli to go,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
Nebenprodukte MoccaSin Chocolate white here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ to go,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Sirup klein to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Preis here,1,1,1,9,0,2,0,2,4,0,4,4,3,0,4,5,0,1,0,1,2,0,5,0,0,5,1,1,2,1,0
Preis to go,2,0,0,1,3,0,0,1,2,0,6,1,1,0,0,4,1,4,3,3,1,6,0,0,0,1,4,2,3,3,0
Shake here,0,0,0,0,0,0,1,6,2,6,6,6,1,7,5,7,8,4,4,10,3,9,15,8,6,10,5,4,4,13,0
Shake to go,0,0,0,0,0,0,1,2,13,7,0,0,3,2,2,10,4,5,2,7,11,6,10,1,9,3,2,4,3,9,0
Smoothie plain here,13,18,8,3,5,6,9,11,9,5,4,1,1,3,9,14,14,17,4,12,24,10,23,4,10,14,6,15,12,20,0
Smoothie plain to go,12,57,32,2,5,14,16,17,33,16,18,2,2,3,8,8,12,11,14,27,35,19,32,8,19,9,5,15,28,29,0
Softdrink Bionade here,3,11,1,0,5,1,1,2,5,3,2,1,1,2,0,3,0,0,3,5,5,1,6,0,0,4,0,3,1,4,0
Softdrink Bionade to go,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0
Softdrink Bottle AFG here,5,12,7,2,4,4,7,3,11,2,2,2,2,7,2,6,3,7,9,10,6,1,7,3,7,15,3,4,9,11,0
Softdrink Bottle AFG to go,0,7,2,1,2,3,3,0,5,3,1,0,3,2,0,3,3,3,1,5,0,2,6,0,1,2,3,1,0,4,0
Softdrink Wasser here,0,9,3,2,1,5,1,2,8,0,2,2,2,0,1,2,0,0,1,6,1,6,9,2,0,2,1,0,1,6,0
Softdrink Wasser to go,0,6,1,0,1,1,2,0,3,3,0,0,0,0,0,3,0,0,0,0,2,1,5,1,1,0,1,1,1,3,0
Special Latte Chocolate Latte here,2,0,1,3,3,1,0,0,0,0,0,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0
Special Latte Chocolate Latte to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Special Latte Latte Caramel here,10,1,2,15,13,4,3,3,6,5,4,12,3,8,7,8,5,6,5,5,5,3,4,5,4,10,9,8,2,3,0
Special Latte Latte Caramel to go,1,7,4,3,1,1,0,3,5,3,1,0,4,1,5,4,3,1,6,3,0,1,1,0,0,5,2,5,0,2,0
Special Latte Tiramisu Latte here,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Special Latte White Banana Chocolate here,1,0,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special Latte White Banana Chocolate to go,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea here,2,4,2,2,5,3,6,1,5,3,1,7,3,5,9,4,1,1,0,3,3,1,4,2,1,2,4,2,2,4,0
Tea to go,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0
