 Datum;01.04.11;02.04.11;03.04.11;04.04.11;05.04.11;06.04.11;07.04.11;08.04.11;09.04.11;10.04.11;11.04.11;12.04.11;13.04.11;14.04.11;15.04.11;16.04.11;17.04.11;18.04.11;19.04.11;20.04.11;21.04.11;22.04.11;23.04.11;24.04.11;25.04.11;26.04.11;27.04.11;28.04.11;29.04.11;30.04.11;31.04.11
Chai Tea groﬂ Chai Banana to go;0;1;0;0;0;1;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;2;0
Chai Tea groﬂ Chai Tea Latte here;5;6;4;4;10;5;1;4;2;0;2;6;9;6;7;9;6;2;2;1;4;0;3;2;4;1;8;6;2;2;0
Chai Tea groﬂ Chai Tea Latte to go;1;5;2;1;2;4;2;2;5;3;5;0;3;6;0;3;3;1;4;0;1;2;0;0;3;3;2;4;1;3;0
Chai Tea klein Chai Tea Latte here;2;3;0;4;3;2;2;3;2;0;1;5;3;5;9;8;4;3;0;0;0;0;1;1;1;1;6;6;3;3;0
Chai Tea klein Chai Tea Latte to go;3;1;0;2;4;2;0;1;1;2;0;0;2;0;1;6;0;0;1;0;1;0;0;0;1;2;0;2;0;2;0
Chocolate groﬂ Bio-Kakao here;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Chocolate groﬂ Bio-Kakao to go;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chocolate groﬂ black here;4;0;1;3;1;1;2;1;0;2;3;3;3;0;5;1;1;0;0;1;0;0;1;0;0;5;6;3;3;1;0
Chocolate groﬂ black to go;1;4;1;5;0;1;0;0;1;0;0;0;1;4;0;2;5;4;1;1;0;0;0;1;0;0;3;0;2;0;0
Chocolate groﬂ Marshmallow Chocolate here;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chocolate groﬂ Marshmallow Chocolate to go;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chocolate groﬂ white here;1;0;0;0;1;1;0;0;0;0;1;0;2;3;0;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0
Chocolate groﬂ white to go;1;2;1;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;1;0;0
Chocolate klein Bio-Kakao here;0;0;0;1;0;0;0;0;3;0;2;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Chocolate klein Bio-Kakao to go;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chocolate klein black here;4;1;3;2;1;1;0;0;2;1;1;5;8;8;1;2;2;0;1;3;1;0;1;0;1;7;6;2;0;0;0
Chocolate klein black to go;0;0;0;1;3;0;0;0;1;0;0;1;1;2;0;3;1;0;0;0;1;0;0;1;3;0;1;1;0;1;0
Chocolate klein white here;1;0;0;0;2;0;0;1;0;0;0;1;2;1;1;5;0;0;0;0;0;0;0;0;2;1;2;1;1;2;0
Chocolate klein white to go;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;2;0;0;0
Cookie here;5;5;5;7;6;2;4;4;4;3;4;4;7;11;2;6;8;5;4;2;4;6;4;3;4;10;4;5;9;4;0
Cookie to go;4;7;4;3;5;8;6;2;3;1;2;1;5;1;4;3;3;3;3;4;6;0;0;1;6;4;9;6;4;2;0
Cool Latte Iced Caffe here;1;4;4;0;3;4;3;5;3;4;5;0;1;0;0;2;2;6;3;1;7;0;13;0;4;4;1;3;3;2;0
Cool Latte Iced Caffe to go;2;16;9;0;1;2;9;5;5;10;4;0;0;3;0;3;3;7;3;9;7;4;11;1;1;5;0;5;6;8;0
Cool Latte Iced Espresso here;1;1;0;0;1;0;0;0;3;0;1;0;0;0;0;2;0;0;0;4;1;0;3;1;0;1;1;2;0;3;0
Cool Latte Iced Espresso to go;0;4;0;0;0;2;3;1;1;2;1;0;0;1;0;0;1;3;0;1;0;0;6;0;0;2;1;0;0;1;0
Cool Latte Iced Macchiato here;5;3;12;5;2;4;5;2;7;2;9;0;4;3;0;4;0;3;4;2;8;3;10;0;6;1;1;6;4;5;0
Cool Latte Iced Macchiato to go;0;21;13;0;1;3;19;6;9;8;9;0;0;1;0;6;3;6;6;11;6;11;11;2;9;4;3;3;2;13;0
Donut here;9;11;2;12;3;5;2;3;8;2;3;1;5;4;10;6;6;0;7;1;3;5;5;1;3;5;10;8;4;7;0
Donut to go;0;7;5;4;10;7;1;7;5;3;5;5;11;3;1;2;2;3;6;6;5;5;7;2;2;6;10;3;1;3;0