 Datum;01.03.11;02.03.11;03.03.11;04.03.11;05.03.11;06.03.11;07.03.11;08.03.11;09.03.11;10.03.11;11.03.11;12.03.11;13.03.11;14.03.11;15.03.11;16.03.11;17.03.11;18.03.11;19.03.11;20.03.11;21.03.11;22.03.11;23.03.11;24.03.11;25.03.11;26.03.11;27.03.11;28.03.11;29.03.11;30.03.11;31.03.11
Heiﬂe S‰fte Heiﬂe Orange to go;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Heiﬂe S‰fte Heiﬂe Zitrone here;1;0;0;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
Heiﬂe S‰fte Heiﬂe Zitrone to go;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Heiﬂe S‰fte Heiﬂer Apfel here;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0
Heiﬂe S‰fte Heiﬂer Apfel to go;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Iced Chai Latte here;2;1;1;0;0;0;0;0;2;0;0;1;3;1;3;0;2;0;1;1;0;0;2;0;2;1;1;0;1;2;0
Iced Chai Latte to go;1;0;0;0;2;0;2;0;0;0;0;6;0;0;4;0;0;0;0;1;3;5;1;1;3;0;3;3;3;1;0
Iced Espresso to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Kaffee here;14;7;17;6;13;4;7;8;12;9;10;16;2;20;12;7;8;5;11;9;12;13;5;13;14;9;4;16;7;9;11
Kaffee to go;1;4;2;7;6;1;5;2;7;3;1;1;3;8;7;5;1;3;4;8;1;7;7;6;6;3;2;6;6;5;3
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen groﬂ Unplugged here;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go;0;0;0;0;2;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Kaffeeverkauf Espressobohnen klein Unplugged here;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Espressobohnen klein Unplugged to go;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Goldline Australian to go;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Goldline Blue Mountain here;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Goldline Blue Mountain to go;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Kaffeeverkauf Goldline Galapagos here;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein groﬂ ƒthiopischer Mocca to go;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca here;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein Costa Rica to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein Guatemala to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein Mexiko Organico here;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeeverkauf sortenrein klein Mexiko Organico to go;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ Costa Rica here;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
Kaffegetr‰nk groﬂ Guatemala here;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ Mexiko Organico here;0;0;0;1;2;2;1;1;0;0;1;1;1;0;0;0;0;2;0;0;0;0;2;0;1;0;0;0;1;0;0
Kaffegetr‰nk groﬂ Peru here;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk groﬂ Wiener Melange here;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk klein ƒthiopischer Mocca here;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk klein ƒthiopischer Mocca to go;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk klein India Malabar to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk klein Kenya Arabica AA to go;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffegetr‰nk klein Mexiko Organico here;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0
Kaffegetr‰nk klein Wiener Melange here;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeverkauf Hausmischung groﬂ Wiener Melange to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeverkauf Hausmischung klein Cafe Creme here;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kaffeverkauf Hausmischung klein Cafe Creme to go;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Kaffezusatz Espresso Shot here;0;0;0;1;3;0;0;0;1;0;1;1;3;0;4;0;1;0;2;0;1;2;0;0;0;0;2;1;0;1;0
Kaffezusatz Espresso Shot to go;0;1;0;1;1;0;0;1;0;1;0;1;0;2;1;1;0;0;0;2;1;0;0;1;1;1;1;0;1;0;0
Kaffezusatz Flavour Shot here;2;0;3;2;3;0;0;0;8;2;5;2;5;0;2;3;1;3;8;4;4;0;1;0;0;4;5;3;1;1;0
Kaffezusatz Flavour Shot to go;0;0;1;2;4;3;1;4;1;3;0;8;2;4;3;1;0;0;2;4;5;6;4;3;0;1;0;1;1;1;0
Kaffezusatz Lac.-frei here;11;5;4;6;6;1;8;4;4;4;2;3;4;4;5;4;2;9;9;2;5;4;4;2;6;6;5;5;6;7;0
Kaffezusatz Lac.-frei to go;5;3;0;4;6;2;3;2;0;1;3;4;0;3;5;2;2;1;6;4;3;3;2;2;5;5;3;4;1;0;1
Kaffezusatz Sahne here;1;2;3;1;2;0;2;3;4;0;5;3;0;0;0;0;1;1;2;1;1;1;0;1;0;3;2;1;0;1;0
Kaffezusatz Sahne to go;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;1;1;0;1;1;0;0;0
Kaffezusatz Soja here;5;12;6;3;6;7;4;3;7;4;7;9;4;3;6;1;7;4;5;2;1;4;2;1;0;5;5;3;5;6;3
Kaffezusatz Soja to go;0;1;2;3;6;3;1;0;1;2;2;6;0;2;1;0;0;2;6;11;1;5;5;3;4;6;2;3;3;1;1
