 Zeit,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00
Chai Tea groﬂ Chai Tea Latte to go,0,0,2,2,1,5,14,7,13,25,17,14,6,6,0,0,0
Chai Tea klein Chai Banana here,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Chai Tea klein Chai Tea Latte here,0,1,2,6,7,5,13,27,7,13,22,16,19,3,0,0,0
Chai Tea klein Chai Tea Latte to go,0,0,0,1,1,0,8,8,7,9,9,11,3,0,0,0,0
Chocolate groﬂ Bio-Kakao here,0,0,0,2,1,1,1,0,0,0,1,2,1,0,0,0,0
Chocolate groﬂ Bio-Kakao to go,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Chocolate groﬂ black here,0,0,2,3,2,13,12,12,13,13,20,13,7,1,0,0,0
Chocolate groﬂ black to go,0,0,0,2,1,0,0,7,6,10,7,6,2,3,0,0,0
Chocolate groﬂ Marshmallow Chocolate here,0,0,0,0,0,3,1,1,2,3,2,4,2,0,0,0,0
Chocolate groﬂ Marshmallow Chocolate to go,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate groﬂ white here,0,0,0,1,1,2,3,3,2,0,8,3,2,1,0,0,0
Chocolate groﬂ white to go,0,0,0,0,1,2,1,2,6,7,5,3,1,0,0,0,0
Chocolate klein Bio-Kakao here,0,0,0,0,0,0,1,0,0,0,3,5,2,0,0,0,0
Chocolate klein Bio-Kakao to go,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0
Chocolate klein black here,0,1,0,5,3,15,9,20,22,11,30,14,5,7,0,0,0
Chocolate klein black to go,0,0,1,1,4,4,4,0,6,5,6,10,4,2,0,0,0
Chocolate klein white here,0,0,0,0,3,1,5,2,7,5,8,2,5,2,0,0,0
Chocolate klein white to go,0,0,1,0,0,3,1,2,2,3,2,1,0,1,0,0,0
Cookie here,0,2,0,5,6,15,35,29,29,30,28,27,10,3,0,0,0
Cookie to go,0,0,6,4,10,9,20,27,22,17,12,10,3,0,0,0,0
Cool Latte Iced Caffe here,0,0,0,0,0,1,0,1,5,2,2,1,3,0,0,0,0
Cool Latte Iced Caffe to go,0,0,0,0,0,2,2,1,6,9,11,6,0,0,0,0,0
Cool Latte Iced Espresso here,0,0,0,0,0,1,2,2,3,0,0,2,4,0,0,0,0
Cool Latte Iced Espresso to go,0,0,0,0,0,0,1,1,1,0,1,2,1,0,0,0,0
Cool Latte Iced Macchiato here,0,2,0,0,1,1,2,2,6,7,11,5,2,0,0,0,0
Cool Latte Iced Macchiato to go,0,0,0,0,0,0,3,8,9,11,11,5,2,0,0,0,0
Donut here,0,0,1,6,8,22,24,21,26,31,41,21,17,8,0,0,0
Donut to go,0,3,7,7,7,8,18,8,21,29,30,7,10,6,1,0,0
Eiskaffee here,0,0,0,0,0,3,1,12,24,12,10,9,5,0,0,0,0
Eiskaffee to go,0,0,0,0,0,2,4,6,10,7,16,7,0,0,0,0,0
Eisschokolade here,0,0,0,1,1,2,1,8,17,9,13,8,6,2,0,0,0
Eisschokolade to go,0,0,1,0,0,0,3,4,3,5,16,5,1,0,0,0,0
Eistee here,0,0,0,1,1,3,5,7,6,5,6,15,0,2,0,0,0
Eistee to go,0,0,0,0,0,0,0,0,2,4,1,6,2,1,0,0,0
Espresso groﬂ Barista here,0,1,0,0,0,0,1,1,1,3,2,0,0,1,0,0,0
Espresso groﬂ Barista to go,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
Espresso groﬂ Cuba here,0,0,0,0,0,1,1,4,1,5,1,1,0,0,0,0,0
Espresso groﬂ Cuba to go,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Espresso groﬂ Lungo here,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Espresso groﬂ Lungo to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Espresso groﬂ Macchiato here,0,0,1,0,1,2,5,4,2,1,0,4,0,0,0,0,0
Espresso groﬂ Macchiato to go,0,0,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0
Espresso groﬂ Originale here,0,3,0,3,1,2,15,10,4,6,4,3,2,1,0,0,0
Espresso groﬂ Originale to go,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0
Espresso groﬂ Unplugged here,0,0,0,0,0,2,0,3,0,3,2,0,1,0,0,0,0
Espresso groﬂ Unplugged to go,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Espresso klein Barista here,0,0,0,0,1,0,7,6,1,2,0,1,0,3,0,0,0
Espresso klein Cuba here,0,0,0,2,1,1,3,8,1,2,2,3,1,1,0,0,0
Espresso klein Cuba to go,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Espresso klein Lungo here,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0
Espresso klein Lungo to go,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Espresso klein Macchiato here,0,2,0,2,2,5,8,17,5,5,8,1,0,2,0,0,0
Espresso klein Macchiato to go,0,0,0,1,0,1,2,3,0,1,1,0,0,1,0,0,0
Espresso klein Orange here,0,0,0,1,0,1,2,3,0,0,0,2,2,8,0,0,0
Espresso klein Orange to go,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Espresso klein Originale here,0,1,0,3,3,1,23,27,17,9,12,15,6,10,0,0,0
Espresso klein Originale to go,0,1,0,0,0,0,2,4,1,2,2,0,0,0,0,0,0
Espresso klein Unplugged here,0,0,1,0,0,2,2,5,4,2,5,0,0,0,0,0,0
Espresso klein Unplugged to go,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Espresso Latte here,0,1,3,0,9,8,25,30,10,8,9,15,7,4,0,0,0
Espresso Latte to go,0,0,2,1,1,1,1,7,3,2,2,2,3,0,0,0,0
Frappe black here,0,0,0,1,0,0,1,5,4,3,8,2,0,0,0,0,0
Frappe black to go,0,0,0,0,0,0,1,3,8,3,14,0,1,1,0,0,0
Frappe white here,0,0,0,1,0,0,2,2,3,5,13,2,4,1,0,0,0
Frappe white to go,0,0,0,0,0,0,3,6,2,8,8,3,2,1,0,0,0
Fruchtsaft frisch groﬂ  here,0,0,1,2,0,0,3,1,1,1,1,2,1,1,0,0,0
Fruchtsaft frisch groﬂ  to go,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Fruchtsaft frisch klein  here,0,0,2,1,1,3,2,7,2,1,3,4,1,1,0,0,0
Fruchtsaft frisch klein  to go,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0
Heiﬂe S‰fte Heiﬂe Orange here,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0
Heiﬂe S‰fte Heiﬂe Orange to go,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Heiﬂe S‰fte Heiﬂe Zitrone here,0,0,0,0,0,1,1,1,1,1,1,2,0,1,0,0,0
Heiﬂe S‰fte Heiﬂe Zitrone to go,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Heiﬂe S‰fte Heiﬂer Apfel here,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0
Heiﬂe S‰fte Heiﬂer Apfel to go,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Iced Chai Latte here,0,0,0,0,0,1,3,1,2,4,8,7,1,0,0,0,0
Iced Chai Latte to go,0,0,0,0,0,0,4,7,7,11,4,1,5,0,0,0,0
Iced Espresso to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffee here,0,2,4,12,15,16,42,53,47,21,36,37,17,8,0,0,0
Kaffee to go,0,0,5,9,4,3,19,19,8,15,37,7,3,2,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged here,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged here,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged to go,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Kaffeeverkauf Goldline Australian to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain to go,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf Goldline Galapagos here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ ƒthiopischer Mocca to go,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca here,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Kaffeeverkauf sortenrein klein Costa Rica to go,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico here,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Costa Rica here,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Guatemala here,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico here,0,0,0,0,0,0,0,0,1,3,3,5,4,0,0,0,0
Kaffegetr‰nk groﬂ Peru here,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Wiener Melange here,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffegetr‰nk klein ƒthiopischer Mocca here,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein ƒthiopischer Mocca to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein India Malabar to go,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Kenya Arabica AA to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico here,0,0,0,0,0,0,0,2,1,0,0,1,4,0,0,0,0
Kaffegetr‰nk klein Wiener Melange here,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Wiener Melange to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme here,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme to go,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Kaffezusatz Espresso Shot here,0,0,1,2,1,2,1,1,3,3,2,7,0,1,0,0,0
Kaffezusatz Espresso Shot to go,0,0,1,1,1,0,2,3,0,4,4,1,1,0,0,0,0
Kaffezusatz Flavour Shot here,0,0,0,0,3,4,11,2,7,14,14,10,7,0,0,0,0
Kaffezusatz Flavour Shot to go,0,1,2,1,3,2,3,13,6,9,15,8,1,1,0,0,0
Kaffezusatz Lac.-frei here,0,0,3,4,6,10,24,23,14,15,24,12,10,2,0,0,0
Kaffezusatz Lac.-frei to go,0,1,3,2,2,4,5,12,15,14,12,5,8,2,0,0,0
Kaffezusatz Sahne here,0,1,0,1,1,2,2,1,5,7,10,7,3,1,0,0,0
Kaffezusatz Sahne to go,0,0,0,1,0,0,1,0,1,2,2,1,1,0,0,0,0
Kaffezusatz Soja here,0,0,0,9,6,12,17,14,15,17,22,13,12,3,0,0,0
Kaffezusatz Soja to go,0,0,2,2,0,6,6,10,12,17,13,10,3,2,0,0,0
Kapuziner groﬂ  here,0,1,0,0,0,2,0,1,1,3,1,1,2,0,0,0,0
Kapuziner groﬂ  to go,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Kapuziner klein  here,0,0,1,0,1,0,2,4,2,2,6,3,2,1,0,0,0
Kapuziner klein  to go,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0
Kuchen here,0,0,1,1,2,9,17,16,26,31,32,16,6,1,0,0,0
Kuchen to go,0,1,0,0,1,0,1,2,3,3,3,0,1,0,0,0,0
Latte Macchiato mit Sirup here,0,0,3,27,6,30,55,56,59,55,62,44,37,8,0,0,0
Latte Macchiato mit Sirup to go,0,11,11,6,15,18,16,40,44,61,49,39,23,9,0,0,0
Latte Macchiato ohne Sirup here,0,3,7,47,47,70,152,117,121,146,143,88,45,8,0,0,0
Latte Macchiato ohne Sirup to go,0,5,42,31,25,41,63,65,84,123,87,53,21,5,0,0,0
Milk groﬂ  here,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0
Milk groﬂ  to go,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Milk klein  here,0,0,0,0,0,0,1,1,0,2,1,2,0,0,0,0,0
Milk klein  to go,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Mocca groﬂ black here,0,0,2,1,5,6,5,9,9,11,19,9,6,0,0,0,0
Mocca groﬂ black to go,0,1,1,2,1,1,4,6,12,6,11,2,2,0,0,0,0
Mocca groﬂ white here,0,1,1,7,4,3,3,13,9,11,10,12,6,0,0,0,0
Mocca groﬂ white to go,0,0,1,0,1,5,6,13,12,14,17,8,4,2,0,0,0
Mocca klein black here,0,2,0,1,4,2,12,10,14,9,9,12,5,1,0,0,0
Mocca klein black to go,0,1,0,1,1,1,2,3,9,8,2,10,0,0,0,0,0
Mocca klein white here,0,1,2,3,5,6,11,10,7,13,11,3,4,0,0,0,0
Mocca klein white to go,0,1,1,2,4,1,6,1,7,6,3,0,2,1,0,0,0
MoccaSin here,0,0,1,0,0,2,2,1,2,4,3,2,4,2,0,0,0
MoccaSin to go,0,0,0,0,0,0,0,4,5,6,2,1,1,0,0,0,0
Muffin bring in,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Muffin here,0,10,16,27,40,41,68,82,120,131,171,91,67,14,0,0,0
Muffin to go,0,17,17,6,15,16,48,35,66,53,72,41,23,3,2,0,0
M¸sli here,0,0,0,3,4,0,1,2,0,2,2,0,0,0,0,0,0
M¸sli to go,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nebenprodukte MoccaSin Chocolate white to go,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ here,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ to go,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Preis here,0,0,0,1,2,1,2,3,5,5,1,5,4,2,0,0,0
Preis to go,0,0,0,0,0,1,4,5,5,3,2,3,1,1,0,0,0
Shake here,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Smoothie boost to go,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Smoothie plain here,0,0,0,3,2,5,16,15,17,35,39,43,7,2,0,0,0
Smoothie plain to go,0,0,1,0,2,6,9,24,23,43,42,23,6,3,0,0,0
Softdrink Bionade here,0,0,0,0,1,2,12,6,8,4,13,8,4,1,0,0,0
Softdrink Bionade to go,0,0,0,0,0,0,0,0,1,6,0,2,0,0,0,0,0
Softdrink Bottle AFG here,0,0,1,3,3,7,17,23,24,32,18,19,11,2,0,0,0
Softdrink Bottle AFG to go,0,1,1,1,1,2,5,4,1,6,6,2,1,0,0,0,0
Softdrink Wasser here,0,0,0,2,2,10,7,6,12,12,8,8,5,1,0,0,0
Softdrink Wasser to go,0,0,0,0,1,1,1,3,1,6,5,3,0,0,0,0,0
Special Latte Chocolate Latte here,0,0,0,4,2,2,3,4,5,13,18,10,6,2,0,0,0
Special Latte Chocolate Latte to go,0,0,0,1,0,1,0,1,1,2,4,1,0,0,0,0,0
Special Latte Latte Caramel here,0,0,3,11,13,15,18,31,44,38,36,22,20,8,0,0,0
Special Latte Latte Caramel to go,0,6,0,1,0,4,3,12,12,21,21,7,5,3,0,0,0
Special Latte Tiramisu Latte here,0,0,0,1,0,0,0,6,3,6,5,6,2,1,0,0,0
Special Latte Tiramisu Latte to go,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0
Special Latte White Banana Chocolate here,0,0,0,3,1,1,4,1,8,8,12,15,6,1,0,0,0
Special Latte White Banana Chocolate to go,0,0,0,0,0,2,1,4,3,3,1,1,0,0,0,0,0
Tea here,0,1,7,8,5,7,10,14,26,12,30,23,16,5,0,0,0
Tea to go,0,0,0,0,0,1,3,12,6,4,7,4,2,2,0,0,0
