 Datum,01.05.11,02.05.11,03.05.11,04.05.11,05.05.11,06.05.11,07.05.11,08.05.11,09.05.11,10.05.11,11.05.11,12.05.11,13.05.11,14.05.11,15.05.11,16.05.11,17.05.11,18.05.11,19.05.11,20.05.11,21.05.11,22.05.11,23.05.11,24.05.11,25.05.11,26.05.11,27.05.11,28.05.11,29.05.11,30.05.11,31.05.11
Frappe white here,4,4,2,1,2,3,1,0,2,0,2,0,0,5,0,0,0,2,2,5,3,3,1,1,1,1,0,3,1,2,1
Frappe white to go,2,0,1,3,1,1,4,4,4,4,1,4,7,3,0,2,1,4,9,4,3,2,2,2,3,1,1,2,5,1,0
Fruchtsaft frisch groﬂ  here,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fruchtsaft frisch groﬂ  to go,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruchtsaft frisch klein  here,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruchtsaft frisch klein  to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Iced Chai Latte here,1,2,0,0,1,1,5,2,2,0,2,0,3,3,2,1,1,2,3,1,9,1,3,1,5,1,1,4,2,3,0
Iced Chai Latte to go,0,0,1,2,0,2,9,2,4,1,3,1,3,2,0,0,1,3,2,0,6,1,3,1,2,1,1,3,2,2,0
Iced Espresso here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iced Espresso to go,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Kaffee here,7,10,13,9,11,12,6,4,8,12,4,11,5,9,4,18,13,4,5,14,11,1,8,19,8,4,14,8,2,2,6
Kaffee to go,2,6,3,2,5,0,0,1,2,2,4,1,6,4,0,3,1,1,0,3,1,2,1,1,7,2,3,0,2,1,2
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Barista to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Coffeinfrei to go,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale here,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Espresso Originale to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf Espressobohnen klein Unplugged to go,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Blue Mountain to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf Goldline Galapagos here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico here,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Kaffeeverkauf sortenrein klein Costa Rica to go,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Guatemala to go,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein India Malabar to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Java to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Maragogype to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Mexiko Organico to go,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Peru here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeeverkauf sortenrein klein Peru to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Costa Rica here,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Guatemala here,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Kenya Arabica AA here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Mexiko Organico here,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Kaffegetr‰nk groﬂ Mexiko Organico to go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk groﬂ Wiener Melange here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Kaffegetr‰nk klein ƒthiopischer Mocca here,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein ƒthiopischer Mocca to go,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffegetr‰nk klein Maragogype here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
Kaffegetr‰nk klein Mexiko Organico here,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
Kaffegetr‰nk klein Wiener Melange here,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffeverkauf Hausmischung klein Cafe Creme here,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Espresso Shot here,3,2,0,0,0,0,1,1,3,0,0,1,1,3,4,1,0,0,1,0,1,0,0,0,0,1,2,3,0,0,3
Kaffezusatz Espresso Shot to go,2,0,4,0,2,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,2,0,0,1,5,3,1,1,0,0,1
Kaffezusatz Flavour Shot here,1,2,0,1,3,3,2,1,0,0,1,3,0,3,0,3,0,1,3,3,2,3,1,5,1,5,3,3,3,0,3
Kaffezusatz Flavour Shot to go,3,1,2,1,2,7,8,0,1,1,1,0,1,2,1,0,1,3,0,7,2,2,2,2,1,1,2,5,2,3,0
Kaffezusatz Lac.-frei here,3,2,5,8,4,2,4,0,3,1,7,1,3,6,5,6,8,4,5,2,2,2,0,2,4,6,4,2,0,0,1
Kaffezusatz Lac.-frei to go,3,2,1,1,2,2,3,0,4,0,3,2,6,0,1,0,4,1,2,1,1,2,3,1,5,4,5,3,2,0,1
Kaffezusatz Sahne here,1,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,3,2,1,1,1
Kaffezusatz Sahne to go,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaffezusatz Soja here,0,6,1,5,2,2,7,0,2,2,2,0,0,7,2,3,0,1,1,1,9,1,4,2,1,3,6,4,2,0,4
Kaffezusatz Soja to go,1,0,3,1,0,4,6,4,0,1,2,0,5,0,1,1,1,0,3,7,3,2,2,0,3,2,3,3,2,1,2
Kapuziner groﬂ  here,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapuziner groﬂ  to go,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapuziner klein  here,1,1,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Kapuziner klein  to go,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kuchen here,8,3,2,1,0,1,7,10,0,1,3,0,1,9,15,1,0,0,0,3,16,7,3,1,2,0,2,16,5,5,6
Kuchen to go,2,0,0,1,0,0,0,4,0,1,0,0,0,2,4,0,0,0,0,0,0,5,0,0,0,1,1,2,1,0,0
Latte Macchiato mit Sirup here,10,10,7,18,10,10,2,2,1,5,6,8,5,21,16,8,7,4,7,3,8,7,3,3,2,8,13,11,1,3,9
Latte Macchiato mit Sirup to go,3,3,8,4,8,7,5,0,6,5,8,1,9,7,6,14,6,6,2,4,6,1,6,7,9,7,9,4,3,3,5
Latte Macchiato ohne Sirup here,12,28,23,42,22,19,23,1,22,16,22,17,21,47,36,27,32,29,20,21,20,4,14,21,20,22,47,20,8,7,30
Latte Macchiato ohne Sirup to go,11,6,19,15,13,13,13,8,10,15,14,8,15,8,5,11,12,14,10,12,7,4,10,10,12,13,22,9,7,9,17
Milk groﬂ  here,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Milk groﬂ  to go,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
