 Zeit;06:00;07:00;08:00;09:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00
Chocolate klein mit Sirup here;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Chocolate klein white here;0;0;1;0;0;2;2;0;3;2;3;1;0;0;0;0;0
Chocolate klein white to go;0;0;0;0;0;1;1;1;1;0;2;2;0;1;0;0;0
Cookie here;0;1;3;5;4;9;23;30;16;19;19;15;13;4;0;0;0
Cookie to go;0;0;6;6;5;31;25;16;3;8;15;3;7;6;0;0;0
Cool Latte Iced Caffe here;0;0;1;2;1;7;5;17;23;18;12;8;5;3;0;0;0
Cool Latte Iced Caffe to go;0;0;0;0;4;4;7;17;23;27;22;14;4;5;0;0;0
Cool Latte Iced Espresso here;0;0;0;0;0;4;3;2;1;3;3;6;3;0;0;0;0
Cool Latte Iced Espresso to go;0;0;1;0;0;0;2;7;3;8;3;2;1;0;0;0;0
Cool Latte Iced Macchiato here;0;0;1;2;0;6;15;26;34;29;38;13;8;1;0;0;0
Cool Latte Iced Macchiato to go;0;0;0;2;5;5;9;17;28;46;28;10;10;3;0;0;0
Donut here;0;2;0;7;13;6;7;15;15;27;21;17;8;2;0;0;0
Donut to go;0;0;1;9;2;19;11;9;6;15;9;19;9;7;0;0;0